"lp.","Cena.jednostkowa.netto","Z.powierzchnia.przynalezna","Data.transakcji","Rodzaj.transakcji","Sprzedajacy","Kupujacy","Wojewodztwo","Powiat","Gmina","MiejscowoSæ","Obreb","Dzielnica","Ulica","Numer.administracyjny","Numer.lokalu","Sposob.uzytkowania.lokalu","Pow..lokalu.obliczeniowa","liczba.pokoi","Stan.techniczny.lokalu","Rok.budowy","Cena.netto","Adres","X","lon","lat"
3240,"4821.96","Nie",42265,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Wierzbowa","19","2","mieszkalny","33.7","2","","","162500","Wierzbowa 19","",22.4516875,53.6558799
3241,"3701","Nie",42418,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Wierzbowa","26","12","mieszkalny","41.07","2","","","152000","Wierzbowa 26","",19.4359082,50.4931732
3242,"4372.84","Nie",42439,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Wierzbowa","26","29","mieszkalny","34.76","2","","","152000","Wierzbowa 26","",19.4359082,50.4931732
3243,"3838.17","Tak",42565,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Wierzbowa","28","26","mieszkalny","28.92","1","","","111000","Wierzbowa 28","",14.501306,53.413362
3244,"3684.21","Nie",42334,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Wierzbowa","38","19","mieszkalny","34.2","2","","","126000","Wierzbowa 38","",19.4787777,51.7734318
3245,"4330.71","Nie",42656,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Wierzbowa","38","20","mieszkalny","25.4","1","","","110000","Wierzbowa 38","",19.4787777,51.7734318
3246,"3208.56","Nie",42291,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Wierzbowa","40","7","mieszkalny","46.75","3","","","150000","Wierzbowa 40","",19.4789226,51.7731253
3247,"4626.51","Nie",42751,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Wierzbowa","40","9","mieszkalny","41.5","2","","","192000","Wierzbowa 40","",19.4789226,51.7731253
3248,"3704.57","Nie",42202,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Wierzbowa","40","11","mieszkalny","42.65","2","","","158000","Wierzbowa 40","",19.4789226,51.7731253
3249,"952.64","Tak",42374,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Wierzbowa","40","20","mieszkalny","36.74","2","","","35000","Wierzbowa 40","",19.4789226,51.7731253
3250,"1783.59","Nie",42668,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Wierzbowa","46","11","mieszkalny","33.64","2","","","60000","Wierzbowa 46","",19.4793026,51.7705951
3251,"3584.23","Nie",42577,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Wierzbowa","46","14","mieszkalny","25.11","1","","","90000","Wierzbowa 46","",19.4793026,51.7705951
3252,"3723.01","Nie",42416,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Wierzbowa","46","18","mieszkalny","40.29","2","","","150000","Wierzbowa 46","",19.4793026,51.7705951
3253,"3156.96","Tak",42290,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","Wierzbowa","46","22","mieszkalny","44.98","2","","","142000","Wierzbowa 46","",19.4793026,51.7705951
3254,"3156.96","Tak",42290,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Wierzbowa","46","22","mieszkalny","44.98","2","","","142000","Wierzbowa 46","",19.4793026,51.7705951
3255,"3156.96","Tak",42290,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Wierzbowa","46","22","mieszkalny","44.98","2","","","142000","Wierzbowa 46","",19.4793026,51.7705951
3256,"2887.67","Nie",42193,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Wierzbowa","1A","2","mieszkalny","34.63","1","","","100000","Wierzbowa 1A","",19.0294539,50.2701749
3257,"4289.67","Nie",42668,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Wierzbowa","2A","6","mieszkalny","21.68","pokoj z aneksem kuchennym:1","","","93000","Wierzbowa 2A","",14.498907,53.414338
3258,"2414","Nie",42285,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Ligota","Wilenska","20","4","mieszkalny","82.85","4","","","200000","Wilenska 20","",18.606807,54.363984
3259,"3287.31","Nie",42418,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Ligota","Wilenska","35","3","mieszkalny","60.84","2","","","200000","Wilenska 35","",21.04056,52.258567
3260,"1407.61","Nie",42247,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","Centrum","Wilimowskiego","3","3","mieszkalny","57.26","2","","","80600","Wilimowskiego 3","",19.00971,50.2557801
3261,"2342.92","Nie",42555,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Wilimowskiego","5","5","mieszkalny","56.34","2","","","132000","Wilimowskiego 5","",19.009719,50.255609
3262,"2075.25","Nie",42410,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Wilimowskiego","5","7","mieszkalny","51.56","2","","","107000","Wilimowskiego 5","",19.009719,50.255609
3263,"1506.56","Nie",42212,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Podlesie","","Wilimowskiego","5","9","mieszkalny","61.73","2","","","93000","Wilimowskiego 5","",19.009719,50.255609
3264,"3320.91","Nie",42367,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Wilimowskiego","5","9","mieszkalny","61.73","2","","","205000","Wilimowskiego 5","",19.009719,50.255609
3265,"1569.97","Nie",42212,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Wilimowskiego","5","11","mieszkalny","58.6","2","","","92000","Wilimowskiego 5","",19.009719,50.255609
3266,"","Nie",42499,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Wilimowskiego","5","11","mieszkalny","58.6","2","","","","Wilimowskiego 5","",19.009719,50.255609
3267,"1582.51","Nie",42668,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Wilimowskiego","5A","1","mieszkalny","45.75","2","","","72400","Wilimowskiego 5A","",19.009719,50.255609
3268,"1827.75","Nie",42214,"umowa sprzedazy - rynek wtorny","spolka","spolka","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Wilimowskiego","5a","8","mieszkalny","36.11","1","","","66000","Wilimowskiego 5a","",19.009719,50.255609
3269,"4070.89","Nie",42486,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Wilimowskiego","5a","8","mieszkalny","36.11","1","dobry","","147000","Wilimowskiego 5a","",19.009719,50.255609
3270,"1920.85","Nie",42208,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Wilimowskiego","5a","10","mieszkalny","34.62","1","","","66500","Wilimowskiego 5a","",19.009719,50.255609
3271,"1900.87","Nie",42214,"umowa sprzedazy - rynek wtorny","spolka","spolka","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Wilimowskiego","5a","12","mieszkalny","35.51","1","","","67500","Wilimowskiego 5a","",19.009719,50.255609
3272,"4111.52","Nie",42366,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Wilimowskiego","5a","12","mieszkalny","35.51","1","","","146000","Wilimowskiego 5a","",19.009719,50.255609
3273,"3946.03","Nie",42355,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Brynow","Wincentego Pola","11","50","mieszkalny","39.28","2","","","155000","Wincentego Pola 11","",18.5506591,54.5065106
3274,"3125","Nie",42174,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Brynow","Wincentego Pola","20","1","mieszkalny","36.8","2","","","115000","Wincentego Pola 20","",18.9949196,50.2462659
3275,"2605.54","Nie",42488,"umowa sprzedazy - rynek pierwotny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","","Wincentego Pola","22","2","mieszkalny","41.5","2","","","108130","Wincentego Pola 22","",18.994642,50.2461172
3276,"2394.37","Nie",42559,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Szopienice","","Wiosny Ludow","28e","8","mieszkalny","28.4","2","","","68000","Wiosny Ludow 28e","",19.099819,50.2615379
3277,"2297.26","Nie",42405,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Szopienice","","Wiosny Ludow","30d","5","mieszkalny","32.43","1","","","74500","Wiosny Ludow 30d","",19.1003839,50.261592
3278,"3104.06","Nie",42180,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","WiSlana","2","56","mieszkalny","73.13","4","","","227000","WiSlana 2","",21.023243,52.2423669
3279,"2946.9","Tak",42180,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","WiSlana","2","56","mieszkalny","77.03","4","","","227000","WiSlana 2","",21.023243,52.2423669
3280,"4112.52","Nie",42368,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","WiSlana","3","3","mieszkalny","60.79","3","","","250000","WiSlana 3","",20.8944689,52.3411846
3281,"4014","Nie",42213,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","WiSlana","2B","69","mieszkalny","48.58","2","","","195000","WiSlana 2B","",19.0470939,50.267188
3282,"1967.9","Nie",42419,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","Zaleze","WiSniowa","5","4","mieszkalny","52.34","1","","","103000","WiSniowa 5","",18.978956,50.268383
3283,"939.15","Nie",42209,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","WiSniowa","5","4","mieszkalny","41.74","1","do remontu","","39200","WiSniowa 5","",18.978956,50.268383
3284,"2479.52","Tak",42550,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","WiSniowa","10","5","mieszkalny","46.38","1","","","115000","WiSniowa 10","",21.0186759,52.2018176
3285,"2444.99","Tak",42130,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","WiSniowa","10","8","mieszkalny","49.08","2","","","120000","WiSniowa 10","",21.0186759,52.2018176
3286,"1258.29","Nie",42307,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","WiSniowa","10","10","mieszkalny","43.71","1","","","55000","WiSniowa 10","",21.0186759,52.2018176
3287,"2303.77","Nie",42447,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","WiSniowa","7a","46","mieszkalny","49.05","2","","","113000","WiSniowa 7a","",18.978637,50.2686269
3288,"2511.19","Tak",42536,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","WiSniowa","7a","46","mieszkalny","51.37","2","","","129000","WiSniowa 7a","",18.978637,50.2686269
3289,"3933.8","Nie",42284,"umowa sprzedazy - rynek pierwotny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","Wita Stwosza","4","1","mieszkalny","73.72","2","","","290000","Wita Stwosza 4","",19.019085,50.2539245
3290,"2881.84","Tak",42398,"umowa sprzedazy - rynek wtorny","skarb panstwa","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","Wita Stwosza","25","5","mieszkalny","69.4","2","","","200000","Wita Stwosza 25","",19.0168491,50.248364
3291,"3683.02","Nie",42121,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Piotrowice","","Witkiewicza","3","B","mieszkalny","84.17","3","","","310000","Witkiewicza 3","",19.9614281,49.2914851
3292,"3888.89","Nie",42198,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Gorne Lasy Pszczynskie","","Witkiewicza","3","D","mieszkalny","72","3","","","280000","Witkiewicza 3","",19.9614281,49.2914851
3293,"2456.2","Nie",42429,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Witosa","9","22","mieszkalny","61.07","3","","","150000","Witosa 9","",18.9716838,50.2622384
3294,"2404.57","Nie",42601,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Witosa","9","32","mieszkalny","66.54","3","","","160000","Witosa 9","",18.9716838,50.2622384
3295,"2799.53","Nie",42185,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","os. Witosa","Witosa","11","9","mieszkalny","60.01","3","","","168000","Witosa 11","",18.9716184,50.2615009
3296,"3288.8","Nie",42698,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Witosa","15","5","mieszkalny","48.65","2","","","160000","Witosa 15","",18.9708928,50.2602907
3297,"3013.7","Nie",42612,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Witosa","15","6","mieszkalny","73","4","do remontu","","220000","Witosa 15","",18.9708928,50.2602907
3298,"3432.68","Nie",42590,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Witosa","15","8","mieszkalny","48.65","2","","","167000","Witosa 15","",18.9708928,50.2602907
3299,"3499.42","Nie",42272,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Witosa","22","6","mieszkalny","60.01","3","","","210000","Witosa 22","",23.55391,51.54489
3300,"2660.05","Nie",42627,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Witosa","30","22","mieszkalny","66.54","3","","","177000","Witosa 30","",18.9706504,50.2570222
3301,"2939.36","Nie",42488,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Witosa","34","5","mieszkalny","48.65","2","","","143000","Witosa 34","",18.9712591,50.2570437
3302,"3416.1","Nie",42559,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Witosa","36","9","mieszkalny","60.01","3","","","205000","Witosa 36","",18.9711329,50.2564561
3303,"2499.58","Nie",42410,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Witosa","36","12","mieszkalny","60.01","3","","","150000","Witosa 36","",18.9711329,50.2564561
3304,"3083.25","Nie",42437,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Witosa","11b","8","mieszkalny","48.65","2","do remontu","","150000","Witosa 11b","",18.971427,50.261191
3305,"2832.86","Nie",42278,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Witosa","28b","15","mieszkalny","60.01","3","","","170000","Witosa 28b","",18.9717145,50.2572644
3306,"2539.83","Nie",42165,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Witosa","28c","22","mieszkalny","66.54","3","","","169000","Witosa 28c","",18.9714448,50.2572397
3307,"3582.74","Nie",42591,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Witosa","30a","6","mieszkalny","60.01","3","","","215000","Witosa 30a","",18.9706135,50.2571948
3308,"2607.9","Nie",42484,"umowa przeniesienia praw","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Witosa","30a","6","mieszkalny","60.01","3","","","156500","Witosa 30a","",18.9706135,50.2571948
3309,"2944.06","Nie",42579,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Witosa","32a","18","mieszkalny","61.14","3","","","180000","Witosa 32a","",18.9700431,50.2573261
3310,"2999.5","Nie",42474,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Witosa","32b","7","mieszkalny","60.01","3","","","180000","Witosa 32b","",18.9697924,50.2574494
3311,"2914.69","Nie",42677,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Witosa","32b","18","mieszkalny","61.07","3","do remontu kapitalnego","","178000","Witosa 32b","",18.9697924,50.2574494
3312,"2883.69","Nie",42671,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Witosa","34a","28","mieszkalny","31.21","2","","","90000","Witosa 34a","",18.9712992,50.2568835
3313,"3500.16","Nie",42557,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Witosa","38a","12","mieszkalny","61.14","3","","","214000","Witosa 38a","",18.9702422,50.256649
